TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
1,18438,5,7,17,3,10,5,5,4.18,5,16,113,13,33,66,6,17,28,S,1,46,69,M,H,"$120,500 ",46,"$60,885 "
0,18454,,4,16,1,10,11,11.5,7.69,10,15,128,14,32,71,6,14,32,S,1,46,,M,U,"$77,300 ",32,"$40,556 "
1,18466,6,4,14,3,7,5,5,3.93,5,15,68,11,26,46,5,12,18,S,1,47,39,F,H,"$59,400 ",30,"$44,250 "
0,18471,,4,14,3,7,18,13.25,7.29,12.33,21,68,12,33,55,6,17,23,S,1,40,39,M,U,"$86,700 ",30,$0 
0,18498,,3,4,3,3,20,11,9,11,16,29,13,26,26,6,12,10,A,1,41,71,F,U,"$44,200 ",32,$0 
1,18508,6,4,6,1,1,10,6.25,6.67,5,18,40,13,33,35,6,15,14,A,1,36,,F,U,"$63,500 ",26,"$50,251 "
1,18543,14,5,11,4,6,14,11.6,9.09,11.5,17,87,14,35,57,6,17,23,S,1,36,37,F,U,"$50,600 ",36,"$45,282 "
1,18534,15,1,1,0,0,25,25,25,,16,16,13,18,15,6,6,7,F,0,36,46,F,U,"$57,600 ",27,$0 
0,18559,,2,14,1,8,8,9,6.29,11,18,112,14,30,68,6,12,24,S,1,36,,M,U,"$57,200 ",35,"$41,063 "
1,19789,10,2,3,0,0,10,10,10,,19,24,14,26,25,6,6,9,N,0,40,53,M,U,"$35,500 ",35,"$50,628 "
1,18581,12,1,16,0,10,12,12,4.63,,18,124,11,26,58,4,4,25,A,1,44,53,F,H,"$77,500 ",24,"$50,628 "
0,18585,,3,19,1,13,27,25.67,10.37,25,18,130,14,35,79,6,16,32,S,1,41,45,F,U,"$68,900 ",33,"$50,628 "
1,18584,12,1,10,1,6,14,14,10.6,14,21,130,14,33,68,5,13,28,A,0,27,75,F,H,"$67,100 ",49,"$50,628 "
0,18610,,4,20,3,10,10,6.5,6.45,7,17,123,14,36,75,6,17,32,S,1,40,69,F,H,"$79,700 ",30,"$55,991 "
0,18611,,6,28,4,20,5,5,4.36,5,23,127,12,33,74,6,16,31,S,1,41,62,F,U,"$39,700 ",32,"$55,991 "
1,18607,23,1,13,0,8,17,17,7.77,,26,125,9,28,67,4,4,27,A,1,40,37,M,H,"$79,700 ",30,"$55,991 "
1,18609,10,1,8,1,6,20,20,14,20,23,128,10,27,62,4,11,26,A,0,35,48,F,H,"$120,800 ",30,"$55,991 "
1,19623,14,5,15,5,10,10,8.2,6.53,8.2,18,62,14,36,52,6,17,21,S,1,34,35,F,U,"$107,000 ",32,$0 
1,18802,20,2,6,1,4,20,20,14.5,20,16,87,13,34,60,6,16,23,A,0,40,46,M,H,"$112,800 ",32,"$92,715 "
0,18640,,3,4,1,1,15,11.67,11.25,15,19,28,12,26,24,6,13,11,A,0,34,49,F,H,"$130,700 ",36,"$61,112 "
0,18657,,3,20,2,12,13,12.67,8.4,12.5,16,112,12,32,76,5,15,29,A,1,43,51,F,H,"$43,300 ",26,"$38,681 "
1,18664,15,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0,36,59,M,H,"$51,900 ",24,"$36,337 "
0,18676,,3,19,3,18,10,10,9.26,10,21,130,8,22,68,4,11,27,S,1,36,53,M,H,"$76,100 ",25,"$36,337 "
1,18694,5,1,7,0,2,15,15,6.14,,26,81,9,26,48,4,4,19,A,0,30,68,M,H,"$32,000 ",34,"$36,344 "
0,18700,,3,14,1,7,10,10.67,10.5,12,18,130,13,31,71,4,13,28,A,1,32,68,M,U,"$49,900 ",30,$0 
0,18732,,4,13,1,8,7,5.5,4.23,7,17,125,10,27,56,4,11,23,S,1,23,48,M,H,"$86,700 ",41,"$46,557 "
0,18740,,3,3,3,3,15,13.67,13.67,13.67,21,29,12,25,24,6,13,11,A,0,40,77,F,H,"$65,700 ",29,"$57,099 "
0,18757,,7,19,5,12,11,10.14,7.95,10.2,25,69,12,32,52,6,17,22,S,1,27,,F,U,"$65,900 ",35,$0 
0,18753,,1,3,0,1,50,35,35,,18,57,13,30,42,6,6,17,A,0,27,38,M,H,"$68,000 ",30,"$57,099 "
1,18761,15,4,12,2,6,14,12.5,9.08,12.5,22,76,12,34,58,6,17,23,S,1,40,49,F,H,"$71,400 ",25,"$57,099 "
1,18750,20,3,6,2,3,15,13.33,12.5,12.5,25,53,11,33,41,6,17,18,A,1,36,45,F,U,"$48,200 ",26,$0 
0,18770,,4,7,1,2,10,10,7.86,10,15,62,13,33,44,6,15,18,A,0,44,86,F,H,"$71,300 ",27,"$37,188 "
1,187750,5,4,12,2,7,10,8.75,10.83,7.5,18,53,7,15,23,2,6,9,E,0,40,,U,U,"$95,800 ",35,$0 
1,187691,10,5,9,2,5,6,5.2,4.22,5,18,44,6,14,16,2,6,8,E,0,40,,F,U,"$87,200 ",26,$0 
0,18787,,1,7,1,2,15,18,15,18,18,62,13,32,48,6,16,20,A,0,40,,F,H,"$121,200 ",32,"$78,964 "
0,18817,,4,5,2,2,10,6.5,6,7.5,17,33,12,28,28,6,13,11,A,0,51,63,F,H,"$55,500 ",27,"$45,435 "
1,18836,30,2,9,1,5,25,20,10.89,25,20,128,13,35,63,6,17,29,A,0,41,60,F,H,"$55,200 ",34,"$43,669 "
0,21176,,2,2,2,2,20,15,15,15,20,29,12,25,25,4,10,9,A,0,25,23,M,H,"$43,700 ",37,"$44,986 "
1,18896,20,4,5,2,3,12,13.25,11.6,15.5,18,41,15,35,38,6,15,14,A,0,40,62,M,H,"$81,600 ",42,"$44,986 "
0,18952,,1,10,1,6,15,15,12,15,16,105,14,33,68,6,15,27,A,0,12,54,F,H,"$129,800 ",32,"$73,728 "
1,18953,11,6,15,3,11,11,10,7.33,11.33,17,113,13,32,66,6,15,27,S,1,14,54,F,H,"$109,300 ",29,"$73,728 "
1,190387,25,1,3,1,2,25,25,18.33,25,19,43,4,12,15,2,6,8,E,1,35,,F,U,"$198,900 ",30,$0 
1,19020,19,3,5,2,3,10,17,16.2,17,15,41,14,35,39,6,16,15,A,0,34,69,F,H,"$158,800 ",31,"$47,598 "
1,25214,25,2,6,0,3,15,15,12,,25,57,11,33,46,6,6,20,A,0,35,46,F,H,"$182,300 ",40,"$47,598 "
0,19068,,4,14,3,8,15,15,11.29,15,26,111,11,30,66,5,15,27,A,1,36,61,F,H,"$62,400 ",22,"$51,815 "
1,19071,5,10,35,7,21,5,5.1,5,5.14,17,126,12,31,78,6,17,33,S,1,40,56,F,H,"$69,700 ",26,"$51,815 "
1,19129,5,3,9,1,5,10,11.33,11.33,10,17,81,13,31,57,6,13,20,S,1,36,55,F,U,"$53,800 ",33,"$41,976 "
1,14598,50,2,24,0,6,26,27.5,20.17,,5,126,25,42,101,4,4,28,A,1,38,83,M,H,"$51,000 ",51,"$40,364 "
1,56773,8,7,14,4,7,5,10.14,8.71,11.5,20,56,12,32,43,4,14,18,S,1,14,45,U,H,"$70,700 ",17,"$47,385 "
0,19214,,2,11,1,9,17,16,9.73,15,25,126,11,31,69,4,13,28,A,1,0,56,F,H,"$79,900 ",0,"$47,572 "
1,19208,18,3,12,1,4,20,18,11.08,20,15,80,13,33,59,6,15,23,A,1,0,,F,H,"$67,000 ",0,"$47,572 "
0,190777,,2,5,1,3,10,15,10.2,10,19,44,13,32,37,6,15,15,A,0,0,63,M,U,"$64,500 ",0,"$47,572 "
1,19235,25,1,6,0,2,20,20,15.33,,20,79,13,29,55,4,4,20,A,0,37,76,M,H,"$53,800 ",37,"$40,567 "
0,19241,,3,14,0,6,10,9.33,5,,19,122,12,32,67,5,5,28,S,1,34,,F,U,"$76,000 ",30,$0 
1,19260,17.5,2,4,1,2,16,13,8,16,16,74,12,26,34,5,10,13,A,0,40,53,F,U,"$61,000 ",39,"$42,620 "
1,187343,50,2,3,2,3,15,12.5,15,12.5,15,24,6,11,10,2,5,5,E,1,36,,U,U,"$53,700 ",43,$0 
0,19284,,3,4,1,2,25,21,19.5,17,19,56,13,31,40,6,14,16,A,0,39,49,M,H,"$51,700 ",20,"$47,612 "
0,19324,,3,7,3,4,6,26.67,19.71,26.67,15,69,13,34,55,6,16,20,A,0,35,37,U,U,"$139,300 ",28,$0 
1,19323,16.87,1,4,1,2,42,42,31.75,42,24,65,11,31,48,6,15,19,A,0,42,73,M,H,"$74,000 ",37,"$66,080 "
0,190112,,5,5,4,4,10,8,8,7.5,16,32,4,11,12,2,6,6,E,1,42,,U,U,"$88,300 ",30,$0 
0,19363,,7,10,3,4,10,16.43,15.6,16.33,18,41,13,33,39,6,16,15,S,1,27,,F,U,"$66,700 ",18,"$37,312 "
0,19491,,1,15,0,9,15,15,8,,20,128,11,21,63,4,4,24,A,1,23,27,F,U,"$54,400 ",28,$0 
0,19418,,1,5,1,3,25,25,16.4,25,18,75,14,29,45,5,13,17,A,0,32,68,F,H,"$41,900 ",15,"$30,591 "
0,19402,,4,5,3,3,10,8.75,7.8,8.33,18,33,13,27,27,6,13,11,A,1,21,,M,U,"$48,300 ",42,$0 
1,19490,10,3,14,1,8,10,10,10.43,10,18,129,13,34,65,6,16,30,S,1,27,55,F,H,"$73,900 ",47,"$67,850 "
0,19495,,1,1,1,1,20,20,20,20,17,17,12,17,15,4,6,5,F,0,24,58,F,H,"$97,200 ",37,"$85,664 "
0,19498,,2,2,1,1,22,21,21,20,17,28,11,24,22,5,11,10,A,0,24,59,M,H,"$127,500 ",38,"$85,664 "
0,10211,,0,12,0,5,10,0,15.58,,4,99,33,33,92,7,7,27,A,1,25,53,F,H,"$71,900 ",28,"$85,664 "
1,19510,12.5,2,4,1,2,15,13,11,15,16,105,10,20,35,4,7,13,A,0,24,77,M,H,"$244,100 ",45,"$85,664 "
0,39972,,1,2,0,1,17,17,16,,26,41,9,29,31,4,4,13,A,0,17,35,F,U,"$85,600 ",24,"$43,620 "
0,19573,,6,10,6,7,10,9.5,9,9.5,17,45,14,34,40,6,17,17,A,1,40,41,F,H,"$58,000 ",36,"$53,204 "
1,19581,25,2,34,1,17,25,25,6.65,25,20,124,13,33,76,6,16,33,A,1,18,60,F,H,"$82,100 ",37,"$53,204 "
0,19608,,4,17,3,11,10,9.5,7,9.33,18,127,15,37,77,6,17,35,A,1,12,74,F,H,"$88,900 ",35,"$51,792 "
1,19621,21,3,4,2,2,19,14.33,12,12,15,44,12,28,35,3,10,12,E,0,32,70,F,H,"$51,700 ",27,"$46,573 "
1,19641,30,2,2,0,0,25,17.5,17.5,,19,27,13,27,24,6,6,11,A,0,18,53,F,H,"$56,200 ",23,"$41,391 "
1,19664,10,2,2,2,2,21,18,18,18,17,24,13,23,21,6,11,9,N,0,14,74,M,H,"$228,200 ",32,"$85,823 "
0,19662,,1,1,1,1,20,20,20,20,20,20,11,18,16,4,7,6,F,0,14,56,F,H,"$138,300 ",31,"$85,823 "
0,19686,,4,11,2,6,11,11,8.45,11.5,19,105,13,34,56,6,17,26,S,1,22,61,F,H,"$140,400 ",25,"$85,823 "
0,19680,,4,6,0,1,7,6,5.33,,18,68,12,23,34,6,6,13,A,0,12,71,F,H,"$100,100 ",22,"$85,823 "
1,18948,17,2,15,2,7,15,15.5,13.4,15.5,24,81,12,32,55,6,17,23,A,1,11,41,U,U,"$113,600 ",21,"$57,708 "
0,19739,,3,8,0,3,25,24,16.63,,18,77,14,35,59,6,6,22,S,1,35,,F,U,"$145,000 ",22,"$62,283 "
0,185254,,1,10,0,4,20,15,12.2,,4,85,23,43,71,5,5,23,A,0,35,,M,U,"$124,900 ",23,$0 
0,19751,,4,5,2,2,6,8.5,8,9,15,32,15,27,27,6,11,9,A,0,35,,F,H,"$124,900 ",23,"$71,376 "
1,19779,15,3,8,1,4,30,23.33,17.63,30,17,80,13,34,60,6,16,23,A,0,14,54,M,H,"$128,500 ",28,"$90,527 "
1,19499,20,1,2,1,1,25,25,22.5,25,16,31,16,30,27,6,12,10,A,0,22,,F,U,"$85,400 ",20,$0 
0,16785,,1,1,1,1,25,25,25,25,20,20,13,20,18,5,8,7,F,0,12,,U,U,"$123,300 ",30,"$101,173 "
0,19843,,2,12,2,10,15,17.5,10.92,17.5,23,105,12,32,66,6,16,27,A,1,32,,M,H,"$61,400 ",32,"$34,773 "
1,19864,5,6,7,3,3,7,5.67,5.29,5,18,40,13,33,33,6,15,14,A,0,27,57,M,H,"$63,200 ",44,"$44,357 "
0,19856,,2,2,1,1,50,30,30,10,18,29,13,27,25,6,13,11,A,0,24,57,U,H,"$90,200 ",58,"$44,357 "
0,19891,,3,6,1,3,20,18.67,13.5,21,18,67,15,34,44,6,14,18,A,0,24,,M,U,"$75,300 ",40,"$44,395 "
0,19947,,3,6,1,2,5,11.33,11,14,19,52,12,33,42,5,15,17,A,0,27,,F,U,"$69,200 ",40,"$56,512 "
0,19976,,1,18,1,13,11,11,5.83,11,16,122,13,31,75,4,12,28,A,1,40,55,F,H,"$98,300 ",29,"$40,669 "
1,20031,50,1,1,1,1,50,50,50,50,17,17,11,16,14,5,7,6,F,1,40,31,F,U,"$75,400 ",27,"$40,669 "
0,19992,,1,6,0,5,15,15,8.83,,18,80,13,32,47,6,6,20,A,0,24,,M,H,"$97,300 ",30,"$46,591 "
1,20015,20,1,8,0,2,21,21,13.38,,23,63,12,31,53,6,6,20,A,0,27,44,U,U,"$97,300 ",31,$0 
0,20008,,1,3,0,1,20,20,13.33,,21,41,13,32,34,6,6,13,A,0,27,60,F,H,"$55,700 ",40,"$46,591 "
0,19961,,3,4,0,1,15,13.33,11.25,,15,41,14,31,35,5,5,11,A,0,27,,M,U,"$72,200 ",33,"$43,280 "
1,20065,40,2,7,0,3,24,32,20.86,,25,77,13,32,56,6,6,21,S,1,40,44,U,U,"$72,200 ",28,$0 
0,20029,,1,1,0,0,15,15,15,,16,16,10,15,12,4,4,5,F,0,40,47,M,H,"$72,200 ",28,"$43,280 "
1,20106,12,4,4,3,3,14,12,12,12,17,35,12,26,26,6,14,12,A,0,46,71,M,H,"$94,900 ",34,"$45,690 "
0,20110,,4,12,1,3,10,8.5,6.83,8,19,62,14,36,54,6,17,21,A,0,47,50,F,H,"$53,100 ",29,"$45,690 "
0,20130,,5,21,2,11,10,4.4,2.43,3,20,130,14,33,59,6,15,26,S,1,47,83,F,U,"$49,500 ",27,"$37,819 "
0,21401,,2,16,0,7,50,32.5,23.13,,18,111,13,35,75,6,6,31,S,1,36,53,M,H,$0 ,28,$0 
1,20167,25,3,3,3,3,25,18.33,18.33,18.33,17,35,13,30,29,6,15,13,A,0,47,,M,U,"$45,100 ",22,$0 
1,20178,25,3,3,2,2,25,25.67,25.67,25,16,23,14,22,20,6,10,8,N,0,50,41,M,U,"$40,300 ",21,"$31,294 "
0,20188,,3,31,3,12,5,5,3.9,5,23,81,11,28,63,5,14,23,S,1,47,,M,U,"$41,900 ",25,"$34,881 "
1,20194,10,5,5,4,4,7,6.2,6.2,6,15,28,13,25,24,5,10,9,A,1,41,61,F,H,"$39,900 ",32,"$34,923 "
1,20237,13,1,15,0,12,13,13,6.27,,26,129,9,28,69,4,4,28,A,1,40,45,F,H,"$67,400 ",29,"$39,564 "
1,19986,10,5,8,3,5,10,10,9,10,16,45,14,34,38,6,15,15,A,0,39,27,M,H,"$39,700 ",2,"$29,717 "
1,20302,1,8,34,6,17,3,4.88,3.82,5,15,93,13,31,68,6,17,27,S,1,50,,U,H,"$40,100 ",22,"$36,932 "
1,20341,3,5,13,2,8,7,7.4,7.23,7,15,99,11,26,54,5,11,23,S,1,23,49,M,H,"$142,700 ",58,"$66,263 "
0,24330,,4,4,2,2,7,8,8,8.5,15,32,12,24,24,5,9,8,A,0,39,,F,U,"$134,600 ",36,$0 
1,20338,12.5,2,11,0,5,11,8,8.64,,16,113,13,31,68,5,5,27,A,1,23,74,M,H,"$199,100 ",64,"$66,263 "
0,20334,,3,5,2,4,14,13,9.8,12,16,73,14,27,42,6,11,15,A,0,28,,U,U,"$107,000 ",43,"$66,263 "
1,190410,9,4,41,2,24,9,10,8.68,9.5,23,112,4,12,44,2,6,20,E,1,28,,F,U,"$107,000 ",43,$0 
1,187318,18,2,2,2,2,15,12.5,12.5,12.5,20,24,6,11,11,2,5,5,E,0,37,,F,U,"$55,000 ",31,$0 
1,147529,20,2,8,1,4,25,27.5,25,30,25,104,13,32,55,6,16,24,A,1,11,59,F,H,"$27,900 ",21,"$30,432 "
0,14752,,2,20,1,8,12,11,13.2,10,26,108,10,30,85,4,13,32,A,1,36,33,F,U,"$45,500 ",41,"$35,776 "
1,20401,30,2,6,2,4,20,22.5,16.17,22.5,26,57,11,33,46,5,16,19,A,1,50,65,F,H,"$47,600 ",22,"$41,771 "
1,20424,15,3,9,1,6,14,14,9.78,17,19,113,16,35,63,6,14,26,A,0,28,76,M,U,"$90,300 ",36,"$51,649 "
0,20407,,0,1,0,0,25,0,25,,23,23,10,10,15,4,4,6,N,0,28,70,F,U,"$90,300 ",36,"$51,649 "
1,145899,20,3,3,1,1,20,14,14,20,21,32,13,27,26,6,13,11,A,0,17,,F,U,"$149,100 ",37,$0 
1,20438,10,6,7,2,2,10,7.33,7.14,7.5,15,33,14,32,32,6,15,13,A,0,39,71,M,H,"$50,900 ",34,"$31,004 "
1,20445,20,2,5,0,2,25,22.5,17.6,,16,68,12,29,48,5,5,18,A,1,32,59,M,H,"$57,200 ",32,"$31,004 "
0,23978,,9,29,8,15,4,3.78,4.93,3.75,18,79,12,30,56,6,17,24,S,1,50,,F,U,"$54,300 ",15,$0 
0,20083,,4,6,4,4,11,6.5,6.17,6.5,21,29,14,27,28,6,13,11,A,1,51,,M,U,"$36,100 ",24,$0 
1,20488,14,3,18,2,10,10,9.33,6.22,9,16,67,13,31,54,5,14,21,S,1,36,55,M,U,"$42,500 ",34,"$26,953 "
0,6777,,2,60,1,18,16,18.5,10.47,18,17,111,30,47,105,6,15,27,A,1,28,,F,U,"$81,300 ",32,"$46,083 "
1,20522,15,1,1,1,1,15,15,15,15,17,17,10,15,13,4,6,5,F,0,35,47,M,U,"$120,300 ",46,"$52,238 "
1,20583,14,4,15,3,8,13,12,8.13,11.67,18,111,14,28,63,6,13,24,S,1,24,69,F,H,"$81,000 ",41,"$65,734 "
1,20533,25,3,4,3,3,19,18,15.75,18,21,37,12,30,31,6,15,13,A,0,35,49,M,U,"$73,800 ",39,"$65,734 "
0,20573,,1,3,0,1,25,25,20,,23,53,7,25,36,4,4,14,A,0,24,61,F,H,"$231,300 ",40,"$65,734 "
0,185114,,2,39,1,11,100,162.5,96.79,125,6,111,35,57,139,6,17,32,A,1,24,79,F,U,"$93,800 ",33,"$65,734 "
0,20595,,2,4,0,1,15,16.5,14.75,,18,56,12,31,43,6,6,19,A,0,39,,F,U,"$50,700 ",37,"$50,173 "
0,3873,,4,26,4,13,35,33.75,21.35,33.75,22,111,16,37,89,6,17,34,S,1,25,74,F,H,"$58,100 ",31,"$50,173 "
0,20612,,3,8,2,4,20,10.67,7.75,6,25,52,11,31,40,6,15,16,A,1,50,34,F,U,"$46,700 ",20,"$36,477 "
1,20625,25,3,6,0,0,15,15,12,,20,56,7,28,37,4,4,15,A,0,38,67,F,H,"$68,000 ",38,"$45,294 "
1,20631,20,5,11,3,6,15,9.6,7.36,7.67,15,56,12,31,44,5,14,18,A,1,40,42,F,H,"$61,500 ",31,"$44,082 "
0,20641,,1,1,0,0,20,20,20,,16,16,12,17,14,5,5,6,F,0,50,27,F,U,"$50,000 ",22,"$26,472 "
1,20645,10,1,12,0,6,10,10,11.33,,25,82,10,29,58,5,5,23,A,1,50,,F,U,"$40,500 ",22,$0 
0,185957,,4,19,3,8,25,12,11.74,12.33,10,91,20,42,75,7,18,26,A,1,24,64,M,H,"$142,700 ",58,"$50,907 "
0,20697,,2,3,1,2,20,15.5,12,20,19,45,14,30,34,6,12,12,A,0,45,53,M,H,"$69,500 ",34,"$39,344 "
1,20691,10,2,3,2,2,10,7.5,7,7.5,17,21,13,21,21,6,10,8,N,0,51,39,F,H,"$54,800 ",30,"$39,344 "
0,20714,,2,3,2,3,15,12.5,10,12.5,18,41,11,29,31,4,11,11,A,0,53,,M,H,"$60,000 ",33,"$38,862 "
1,20721,10,5,12,4,8,11,10,8.5,10,17,67,13,32,50,6,17,22,S,1,46,39,F,H,"$50,400 ",40,"$29,144 "
0,20722,,1,6,1,5,62,62,40.67,62,17,128,16,31,65,6,13,28,A,0,50,72,M,U,"$40,400 ",24,"$29,144 "
1,5852,10,4,20,3,9,10,10,9.6,10,10,102,37,56,109,6,16,30,A,1,50,80,M,U,"$40,400 ",34,"$34,398 "
1,20752,13,4,15,1,9,13,12,8.53,13,18,107,13,35,69,6,17,28,S,1,28,77,M,U,"$97,400 ",56,$0 
0,20780,,3,17,1,7,20,19,16.24,20,25,111,13,35,73,6,17,30,S,1,46,,F,H,"$68,000 ",24,"$35,515 "
1,20773,5,8,22,7,13,5,5,4.91,5,22,64,12,31,53,6,17,22,S,1,47,,M,H,"$47,500 ",25,"$35,515 "
1,20769,5,5,6,3,3,5,4.8,5,4.33,18,33,13,30,29,6,14,12,A,0,36,51,M,H,"$50,400 ",25,"$35,515 "
0,20779,,3,7,1,3,15,11,14.29,3,16,71,15,32,57,5,12,20,A,1,46,,U,U,"$68,000 ",24,$0 
0,20801,,3,3,2,2,10,10.67,10.67,10,17,23,13,23,21,6,11,9,N,0,36,64,F,U,"$43,600 ",30,"$30,786 "
1,20802,25,1,1,1,1,15,15,15,15,24,24,7,17,15,3,7,6,N,0,36,72,U,U,"$43,600 ",30,"$30,786 "
1,20821,10,5,14,3,7,10,10.4,12.21,10.67,20,89,13,33,67,6,17,26,A,1,36,45,M,U,"$63,100 ",30,"$47,156 "
1,20853,10,5,16,5,12,11,9.4,6.88,9.4,15,130,11,30,71,4,14,30,A,1,23,,F,U,"$152,100 ",62,$0 
0,20848,,4,14,3,12,16,14.5,9.93,15,17,88,13,34,64,6,17,26,S,1,23,69,F,H,"$145,800 ",50,"$55,469 "
0,20889,,3,5,1,2,11,9.67,8.2,9,19,56,12,27,37,6,12,15,A,0,43,,U,U,"$51,700 ",34,"$46,154 "
1,20962,15,1,1,1,1,15,15,15,15,23,23,8,18,16,3,7,6,N,1,39,59,M,H,"$66,800 ",32,"$40,184 "
1,20966,20,4,5,3,4,20,18.75,19,18.33,26,41,10,32,35,5,16,15,A,1,39,49,F,H,"$58,800 ",32,"$40,184 "
0,20972,,2,6,0,2,30,25,16.67,,18,66,14,35,52,6,6,20,A,1,27,51,M,H,"$64,700 ",35,"$40,184 "
0,20997,,10,12,7,7,6,6.1,6.08,6,16,42,14,33,35,6,16,15,S,1,47,,M,H,"$59,500 ",23,"$40,068 "
1,21003,10,5,9,3,6,10,16.2,12.22,13.67,15,75,16,36,56,6,15,20,S,1,50,,F,H,"$51,700 ",30,"$37,049 "
0,20846,,2,3,1,2,20,60,41.67,100,19,41,13,33,36,6,16,15,A,0,23,,F,U,"$76,800 ",55,"$48,354 "
1,21133,13,8,11,4,4,7,7.63,7,8,15,40,13,31,34,6,16,15,S,1,46,,F,U,"$86,300 ",48,$0 
0,21034,,2,3,1,1,18,14,14.33,10,18,29,14,29,28,6,14,12,A,0,36,50,F,U,"$54,500 ",41,"$41,417 "
0,21042,,8,12,4,6,6,5.88,5.08,5.5,20,76,12,32,52,6,16,21,S,1,38,67,F,U,"$46,300 ",27,"$41,417 "
1,21107,7,2,18,1,13,10,10,8.78,10,24,130,12,30,73,4,11,28,A,1,40,78,U,U,"$67,800 ",46,$0 
1,21097,25,2,2,1,1,20,15,15,20,21,32,11,27,28,4,11,10,A,0,39,,M,U,"$62,300 ",37,"$43,353 "
1,21135,5,4,34,1,16,5,6.25,7.24,8,16,111,13,30,63,5,13,26,S,1,48,,M,U,"$69,400 ",47,$0 
1,21144,6,8,32,7,22,8,6.25,6.31,6.43,17,120,14,35,82,6,17,33,S,1,43,,M,U,"$82,700 ",33,$0 
1,190778,20,3,5,0,1,10,8.33,7,,18,74,7,18,32,4,4,11,A,0,43,,M,U,"$87,500 ",33,"$45,666 "
1,21204,8,6,22,5,10,11,8.33,6.41,9,17,98,14,34,69,6,17,32,S,1,27,57,F,H,"$67,500 ",33,"$52,027 "
0,21235,,1,5,0,1,25,25,15.4,,27,76,9,29,50,4,4,20,A,0,46,48,F,U,"$65,300 ",23,$0 
1,21244,12,5,13,2,7,12,12,10.31,12,19,85,15,37,63,6,17,25,S,1,42,74,F,U,"$82,800 ",34,$0 
1,21259,15,1,23,0,11,10,10,12.48,,15,130,10,25,73,3,3,29,E,1,25,57,F,U,"$71,600 ",23,"$48,516 "
1,142,3,7,31,5,14,10,10,6,10,22,129,22,42,110,9,19,44,S,1,43,,F,U,"$47,500 ",30,$0 
1,21305,10,2,3,2,2,10,7.5,8.33,7.5,15,21,13,20,19,5,8,7,N,0,46,41,M,U,"$41,500 ",28,"$40,024 "
0,21577,,2,4,1,2,15,15,10.5,15,22,56,11,30,42,5,13,15,A,0,49,,F,U,"$55,000 ",29,$0 
1,21587,6,7,13,4,7,5,5.71,5.23,6.25,17,79,14,34,52,6,16,22,S,1,36,76,M,H,$0 ,29,"$49,981 "
1,21335,10,2,13,0,8,10,10,6.92,,20,126,7,21,62,3,3,25,S,1,36,,M,U,"$52,500 ",28,"$45,627 "
0,21341,,6,9,6,7,17,18.67,16.44,18.67,16,41,13,33,37,5,16,16,A,1,49,,F,U,"$48,900 ",24,"$41,739 "
0,21353,,1,2,1,1,3,15,9,15,15,17,11,16,14,4,6,5,F,0,45,,F,U,"$61,600 ",26,$0 
1,21386,10,6,12,5,7,15,9.83,7.83,10.2,17,63,15,34,50,6,15,19,S,1,39,40,F,H,"$49,800 ",22,"$39,725 "
0,21390,,7,14,3,7,20,13.71,11.36,14.33,17,67,12,32,53,6,16,21,S,1,41,,F,U,"$35,400 ",30,"$39,725 "
0,21389,,1,6,0,2,25,25,11.67,,20,68,14,28,47,6,6,17,A,0,36,,F,U,"$49,800 ",28,$0 
1,21373,7,4,6,4,5,5,5.5,5.17,5.5,16,27,15,27,24,6,12,10,A,1,39,38,F,U,"$49,800 ",22,"$39,725 "
1,21375,25,2,3,1,1,25,17.5,20,10,17,29,14,29,27,6,14,12,A,0,36,43,F,U,"$49,800 ",28,"$39,725 "
1,21414,10,2,16,1,11,10,10,6.88,10,23,128,10,29,71,4,12,30,A,1,51,63,F,H,"$49,800 ",21,"$45,536 "
0,4340,,1,22,0,4,25,25,18.09,,18,122,22,44,103,8,8,38,A,0,41,85,M,U,"$56,800 ",20,$0 
0,9945,,0,6,0,2,20,0,14.17,,26,69,26,26,73,5,5,19,A,0,43,47,M,U,"$50,600 ",22,"$45,586 "
0,21468,,6,29,5,19,5,5.67,3.93,5.6,17,122,12,29,80,5,15,32,S,1,43,,F,U,"$58,900 ",25,"$42,061 "
1,1012,15,7,28,5,17,13,15.43,12.21,16.6,5,122,28,48,114,11,22,45,S,1,35,75,M,H,"$113,300 ",32,"$42,061 "
1,21463,11,3,8,2,4,12,10.67,9.25,10,18,113,14,31,55,6,14,23,A,0,36,35,F,H,"$49,900 ",29,"$42,061 "
1,190326,10,2,12,2,9,10,10,5.58,10,21,89,4,12,32,2,6,15,E,1,36,,M,U,"$50,000 ",22,$0 
1,190157,15,3,7,1,3,16,14,9.86,16,15,45,3,11,16,2,6,8,E,0,38,,F,U,"$60,300 ",20,$0 
